"No.","Time","Source","Destination","Protocol","Length","Info"
"3284","657.212535548","192.168.56.114","192.168.56.113","TCP","66","48740  >  502 [ACK] Seq=9937 Ack=10903 Win=64256 Len=0 TSval=445830413 TSecr=2156384854"
"3285","661.981519618","192.168.56.112","192.168.56.113","TCP","66","53438  >  502 [FIN, ACK] Seq=13 Ack=10 Win=64256 Len=0 TSval=2447664752 TSecr=2104027766"
"3286","661.981758234","192.168.56.113","192.168.56.112","TCP","66","502  >  53438 [FIN, ACK] Seq=10 Ack=14 Win=65152 Len=0 TSval=2104032779 TSecr=2447664752"
"3287","661.982114686","192.168.56.112","192.168.56.113","TCP","66","53438  >  502 [ACK] Seq=14 Ack=11 Win=64256 Len=0 TSval=2447664753 TSecr=2104032779"
"3288","661.990277787","192.168.56.112","192.168.56.113","TCP","74","53442  >  502 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=2447664761 TSecr=0 WS=128"
"3289","661.990297756","192.168.56.113","192.168.56.112","TCP","74","502  >  53442 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM TSval=2104032788 TSecr=2447664761 WS=128"
"3290","661.990682471","192.168.56.112","192.168.56.113","TCP","66","53442  >  502 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=2447664761 TSecr=2104032788"
"3291","661.997036012","192.168.56.112","192.168.56.113","Modbus/TCP","78","   Query: Trans:  1544; Unit: 255, Func:   1: Read Coils"
"3292","661.997056171","192.168.56.113","192.168.56.112","TCP","66","502  >  53442 [ACK] Seq=1 Ack=13 Win=65152 Len=0 TSval=2104032795 TSecr=2447664768"
"3293","661.997566306","192.168.56.113","192.168.56.112","Modbus/TCP","75","Response: Trans:  1544; Unit: 255, Func:   1: Read Coils. Exception returned "
"3294","661.997951753","192.168.56.112","192.168.56.113","TCP","66","53442  >  502 [ACK] Seq=13 Ack=10 Win=64256 Len=0 TSval=2447664769 TSecr=2104032795"
"3295","665.171251461","192.168.56.114","192.168.56.113","Modbus/TCP","78","   Query: Trans: 11305; Unit:   1, Func:   3: Read Holding Registers"
"3296","665.171563938","192.168.56.113","192.168.56.114","Modbus/TCP","85","Response: Trans: 11305; Unit:   1, Func:   3: Read Holding Registers"
"3297","665.171934417","192.168.56.114","192.168.56.113","TCP","66","48740  >  502 [ACK] Seq=9949 Ack=10922 Win=64256 Len=0 TSval=445838369 TSecr=2156392859"
"3298","665.172185948","192.168.56.114","192.168.56.113","Modbus/TCP","78","   Query: Trans: 62498; Unit:   1, Func:   6: Write Single Register"
"3299","665.172374348","192.168.56.113","192.168.56.114","Modbus/TCP","78","Response: Trans: 62498; Unit:   1, Func:   6: Write Single Register"
"3300","665.172811234","192.168.56.114","192.168.56.113","Modbus/TCP","78","   Query: Trans: 64067; Unit:   1, Func:   6: Write Single Register"
"3301","665.172974506","192.168.56.113","192.168.56.114","Modbus/TCP","78","Response: Trans: 64067; Unit:   1, Func:   6: Write Single Register"
"3302","665.173448482","192.168.56.114","192.168.56.113","Modbus/TCP","78","   Query: Trans: 14542; Unit:   1, Func:   6: Write Single Register"
"3303","665.173601796","192.168.56.113","192.168.56.114","Modbus/TCP","78","Response: Trans: 14542; Unit:   1, Func:   6: Write Single Register"
"3304","665.174012070","192.168.56.114","192.168.56.113","Modbus/TCP","78","   Query: Trans:  1350; Unit:   1, Func:   6: Write Single Register"
"3305","665.174161205","192.168.56.113","192.168.56.114","Modbus/TCP","78","Response: Trans:  1350; Unit:   1, Func:   6: Write Single Register"
"3306","665.174558696","192.168.56.114","192.168.56.113","Modbus/TCP","78","   Query: Trans: 26136; Unit:   1, Func:   6: Write Single Register"
"3307","665.174705637","192.168.56.113","192.168.56.114","Modbus/TCP","78","Response: Trans: 26136; Unit:   1, Func:   6: Write Single Register"
"3308","665.216345120","192.168.56.114","192.168.56.113","TCP","66","48740  >  502 [ACK] Seq=10009 Ack=10982 Win=64256 Len=0 TSval=445838413 TSecr=2156392862"
"3309","667.011788036","192.168.56.112","192.168.56.113","TCP","66","53442  >  502 [FIN, ACK] Seq=13 Ack=10 Win=64256 Len=0 TSval=2447669780 TSecr=2104032795"
"3310","667.012069394","192.168.56.113","192.168.56.112","TCP","66","502  >  53442 [FIN, ACK] Seq=10 Ack=14 Win=65152 Len=0 TSval=2104037810 TSecr=2447669780"
"3311","667.012333599","192.168.56.112","192.168.56.113","TCP","66","53442  >  502 [ACK] Seq=14 Ack=11 Win=64256 Len=0 TSval=2447669781 TSecr=2104037810"
"3312","667.020648575","192.168.56.112","192.168.56.113","TCP","74","48818  >  502 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=2447669789 TSecr=0 WS=128"
"3313","667.020671789","192.168.56.113","192.168.56.112","TCP","74","502  >  48818 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM TSval=2104037818 TSecr=2447669789 WS=128"
"3314","667.021158540","192.168.56.112","192.168.56.113","TCP","66","48818  >  502 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=2447669789 TSecr=2104037818"
"3315","667.027779828","192.168.56.112","192.168.56.113","Modbus/TCP","78","   Query: Trans:  1800; Unit: 255, Func:   1: Read Coils"
"3316","667.027795157","192.168.56.113","192.168.56.112","TCP","66","502  >  48818 [ACK] Seq=1 Ack=13 Win=65152 Len=0 TSval=2104037825 TSecr=2447669796"
"3317","667.028492331","192.168.56.113","192.168.56.112","Modbus/TCP","75","Response: Trans:  1800; Unit: 255, Func:   1: Read Coils. Exception returned "
"3318","667.028826470","192.168.56.112","192.168.56.113","TCP","66","48818  >  502 [ACK] Seq=13 Ack=10 Win=64256 Len=0 TSval=2447669797 TSecr=2104037826"
"3319","672.043581493","192.168.56.112","192.168.56.113","TCP","66","48818  >  502 [FIN, ACK] Seq=13 Ack=10 Win=64256 Len=0 TSval=2447674809 TSecr=2104037826"
"3320","672.043835398","192.168.56.113","192.168.56.112","TCP","66","502  >  48818 [FIN, ACK] Seq=10 Ack=14 Win=65152 Len=0 TSval=2104042841 TSecr=2447674809"
"3321","672.044201879","192.168.56.112","192.168.56.113","TCP","66","48818  >  502 [ACK] Seq=14 Ack=11 Win=64256 Len=0 TSval=2447674810 TSecr=2104042841"
"3322","672.052320919","192.168.56.112","192.168.56.113","TCP","74","48830  >  502 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=2447674818 TSecr=0 WS=128"
"3323","672.052343362","192.168.56.113","192.168.56.112","TCP","74","502  >  48830 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM TSval=2104042850 TSecr=2447674818 WS=128"
"3324","672.052675707","192.168.56.112","192.168.56.113","TCP","66","48830  >  502 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=2447674818 TSecr=2104042850"
"3325","672.059143620","192.168.56.112","192.168.56.113","Modbus/TCP","78","   Query: Trans:  2056; Unit: 255, Func:   1: Read Coils"
"3326","672.059157446","192.168.56.113","192.168.56.112","TCP","66","502  >  48830 [ACK] Seq=1 Ack=13 Win=65152 Len=0 TSval=2104042857 TSecr=2447674825"
"3327","672.059619440","192.168.56.113","192.168.56.112","Modbus/TCP","75","Response: Trans:  2056; Unit: 255, Func:   1: Read Coils. Exception returned "
"3328","672.060025426","192.168.56.112","192.168.56.113","TCP","66","48830  >  502 [ACK] Seq=13 Ack=10 Win=64256 Len=0 TSval=2447674826 TSecr=2104042857"
"3329","674.180747217","192.168.56.114","192.168.56.113","Modbus/TCP","78","   Query: Trans:  4692; Unit:   1, Func:   3: Read Holding Registers"
"3330","674.181105873","192.168.56.113","192.168.56.114","Modbus/TCP","85","Response: Trans:  4692; Unit:   1, Func:   3: Read Holding Registers"
"3331","674.181508533","192.168.56.114","192.168.56.113","TCP","66","48740  >  502 [ACK] Seq=10021 Ack=11001 Win=64256 Len=0 TSval=445847374 TSecr=2156401869"
"3332","674.181508623","192.168.56.114","192.168.56.113","Modbus/TCP","78","   Query: Trans: 43734; Unit:   1, Func:   6: Write Single Register"
"3333","674.181807124","192.168.56.113","192.168.56.114","Modbus/TCP","78","Response: Trans: 43734; Unit:   1, Func:   6: Write Single Register"
"3334","674.182212439","192.168.56.114","192.168.56.113","Modbus/TCP","78","   Query: Trans: 45014; Unit:   1, Func:   6: Write Single Register"
"3335","674.182347357","192.168.56.113","192.168.56.114","Modbus/TCP","78","Response: Trans: 45014; Unit:   1, Func:   6: Write Single Register"
"3336","674.182756209","192.168.56.114","192.168.56.113","Modbus/TCP","78","   Query: Trans:  2508; Unit:   1, Func:   6: Write Single Register"
"3337","674.182886438","192.168.56.113","192.168.56.114","Modbus/TCP","78","Response: Trans:  2508; Unit:   1, Func:   6: Write Single Register"
"3338","674.183326284","192.168.56.114","192.168.56.113","Modbus/TCP","78","   Query: Trans: 51726; Unit:   1, Func:   6: Write Single Register"
"3339","674.183497502","192.168.56.113","192.168.56.114","Modbus/TCP","78","Response: Trans: 51726; Unit:   1, Func:   6: Write Single Register"
"3340","674.183916854","192.168.56.114","192.168.56.113","Modbus/TCP","78","   Query: Trans: 13673; Unit:   1, Func:   6: Write Single Register"
"3341","674.184080176","192.168.56.113","192.168.56.114","Modbus/TCP","78","Response: Trans: 13673; Unit:   1, Func:   6: Write Single Register"
"3342","674.184725641","192.168.56.114","192.168.56.113","Modbus/TCP","78","   Query: Trans: 64680; Unit:   1, Func:   3: Read Holding Registers"
"3343","674.184903261","192.168.56.113","192.168.56.114","Modbus/TCP","85","Response: Trans: 64680; Unit:   1, Func:   3: Read Holding Registers"
"3344","674.185309768","192.168.56.114","192.168.56.113","Modbus/TCP","78","   Query: Trans: 46620; Unit:   1, Func:   6: Write Single Register"
"3345","674.185444746","192.168.56.113","192.168.56.114","Modbus/TCP","78","Response: Trans: 46620; Unit:   1, Func:   6: Write Single Register"
"3346","674.185830925","192.168.56.114","192.168.56.113","Modbus/TCP","78","   Query: Trans:  9834; Unit:   1, Func:   6: Write Single Register"
"3347","674.185964310","192.168.56.113","192.168.56.114","Modbus/TCP","78","Response: Trans:  9834; Unit:   1, Func:   6: Write Single Register"
"3348","674.186371744","192.168.56.114","192.168.56.113","Modbus/TCP","78","   Query: Trans: 41191; Unit:   1, Func:   6: Write Single Register"
"3349","674.186508175","192.168.56.113","192.168.56.114","Modbus/TCP","78","Response: Trans: 41191; Unit:   1, Func:   6: Write Single Register"
"3350","674.186919291","192.168.56.114","192.168.56.113","Modbus/TCP","78","   Query: Trans: 28818; Unit:   1, Func:   6: Write Single Register"
"3351","674.187066583","192.168.56.113","192.168.56.114","Modbus/TCP","78","Response: Trans: 28818; Unit:   1, Func:   6: Write Single Register"
"3352","674.187464504","192.168.56.114","192.168.56.113","Modbus/TCP","78","   Query: Trans: 37768; Unit:   1, Func:   6: Write Single Register"
"3353","674.187594993","192.168.56.113","192.168.56.114","Modbus/TCP","78","Response: Trans: 37768; Unit:   1, Func:   6: Write Single Register"
"3354","674.229182698","192.168.56.114","192.168.56.113","TCP","66","48740  >  502 [ACK] Seq=10153 Ack=11140 Win=64256 Len=0 TSval=445847422 TSecr=2156401875"
"3355","677.073950802","192.168.56.112","192.168.56.113","TCP","66","48830  >  502 [FIN, ACK] Seq=13 Ack=10 Win=64256 Len=0 TSval=2447679837 TSecr=2104042857"
"3356","677.074214246","192.168.56.113","192.168.56.112","TCP","66","502  >  48830 [FIN, ACK] Seq=10 Ack=14 Win=65152 Len=0 TSval=2104047872 TSecr=2447679837"
"3357","677.074674396","192.168.56.112","192.168.56.113","TCP","66","48830  >  502 [ACK] Seq=14 Ack=11 Win=64256 Len=0 TSval=2447679838 TSecr=2104047872"
"3358","677.084266417","192.168.56.112","192.168.56.113","TCP","74","51664  >  502 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=2447679847 TSecr=0 WS=128"
"3359","677.084292397","192.168.56.113","192.168.56.112","TCP","74","502  >  51664 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM TSval=2104047882 TSecr=2447679847 WS=128"
"3360","677.084568374","192.168.56.112","192.168.56.113","TCP","66","51664  >  502 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=2447679848 TSecr=2104047882"
"3361","677.092099340","192.168.56.112","192.168.56.113","Modbus/TCP","78","   Query: Trans:  2312; Unit: 255, Func:   1: Read Coils"
"3362","677.092129027","192.168.56.113","192.168.56.112","TCP","66","502  >  51664 [ACK] Seq=1 Ack=13 Win=65152 Len=0 TSval=2104047890 TSecr=2447679855"
"3363","677.092789210","192.168.56.113","192.168.56.112","Modbus/TCP","75","Response: Trans:  2312; Unit: 255, Func:   1: Read Coils. Exception returned "
"3364","677.093171200","192.168.56.112","192.168.56.113","TCP","66","51664  >  502 [ACK] Seq=13 Ack=10 Win=64256 Len=0 TSval=2447679856 TSecr=2104047890"
"3365","681.192031057","192.168.56.114","192.168.56.113","Modbus/TCP","78","   Query: Trans: 26457; Unit:   1, Func:   3: Read Holding Registers"
"3366","681.192445260","192.168.56.113","192.168.56.114","Modbus/TCP","85","Response: Trans: 26457; Unit:   1, Func:   3: Read Holding Registers"
"3367","681.192920048","192.168.56.114","192.168.56.113","TCP","66","48740  >  502 [ACK] Seq=10165 Ack=11159 Win=64256 Len=0 TSval=445854382 TSecr=2156408880"
"3368","681.193115712","192.168.56.114","192.168.56.113","Modbus/TCP","78","   Query: Trans: 36762; Unit:   1, Func:   6: Write Single Register"
"3369","681.193298351","192.168.56.113","192.168.56.114","Modbus/TCP","78","Response: Trans: 36762; Unit:   1, Func:   6: Write Single Register"
"3370","681.193741744","192.168.56.114","192.168.56.113","Modbus/TCP","78","   Query: Trans: 40192; Unit:   1, Func:   6: Write Single Register"
"3371","681.193918953","192.168.56.113","192.168.56.114","Modbus/TCP","78","Response: Trans: 40192; Unit:   1, Func:   6: Write Single Register"
"3372","681.194356781","192.168.56.114","192.168.56.113","Modbus/TCP","78","   Query: Trans: 58760; Unit:   1, Func:   6: Write Single Register"
"3373","681.194508401","192.168.56.113","192.168.56.114","Modbus/TCP","78","Response: Trans: 58760; Unit:   1, Func:   6: Write Single Register"
"3374","681.194927642","192.168.56.114","192.168.56.113","Modbus/TCP","78","   Query: Trans: 56468; Unit:   1, Func:   6: Write Single Register"
"3375","681.195079873","192.168.56.113","192.168.56.114","Modbus/TCP","78","Response: Trans: 56468; Unit:   1, Func:   6: Write Single Register"
"3376","681.195530826","192.168.56.114","192.168.56.113","Modbus/TCP","78","   Query: Trans: 35142; Unit:   1, Func:   6: Write Single Register"
"3377","681.195689650","192.168.56.113","192.168.56.114","Modbus/TCP","78","Response: Trans: 35142; Unit:   1, Func:   6: Write Single Register"
"3378","681.236505809","192.168.56.114","192.168.56.113","TCP","66","48740  >  502 [ACK] Seq=10225 Ack=11219 Win=64256 Len=0 TSval=445854426 TSecr=2156408883"
"3379","682.107963685","192.168.56.112","192.168.56.113","TCP","66","51664  >  502 [FIN, ACK] Seq=13 Ack=10 Win=64256 Len=0 TSval=2447684869 TSecr=2104047890"
"3380","682.108179077","192.168.56.113","192.168.56.112","TCP","66","502  >  51664 [FIN, ACK] Seq=10 Ack=14 Win=65152 Len=0 TSval=2104052906 TSecr=2447684869"
"3381","682.108416111","192.168.56.112","192.168.56.113","TCP","66","51664  >  502 [ACK] Seq=14 Ack=11 Win=64256 Len=0 TSval=2447684869 TSecr=2104052906"
"3382","682.116932157","192.168.56.112","192.168.56.113","TCP","74","51678  >  502 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=2447684878 TSecr=0 WS=128"
"3383","682.116952656","192.168.56.113","192.168.56.112","TCP","74","502  >  51678 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM TSval=2104052914 TSecr=2447684878 WS=128"
"3384","682.117305972","192.168.56.112","192.168.56.113","TCP","66","51678  >  502 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=2447684878 TSecr=2104052914"
"3385","682.123814379","192.168.56.112","192.168.56.113","Modbus/TCP","78","   Query: Trans: 63231; Unit: 255, Func:   1: Read Coils"
"3386","682.123827594","192.168.56.113","192.168.56.112","TCP","66","502  >  51678 [ACK] Seq=1 Ack=13 Win=65152 Len=0 TSval=2104052921 TSecr=2447684884"
"3387","682.124388347","192.168.56.113","192.168.56.112","Modbus/TCP","75","Response: Trans: 63231; Unit: 255, Func:   1: Read Coils. Exception returned "
"3388","682.124715432","192.168.56.112","192.168.56.113","TCP","66","51678  >  502 [ACK] Seq=13 Ack=10 Win=64256 Len=0 TSval=2447684885 TSecr=2104052922"
"3389","682.197677175","192.168.56.114","192.168.56.113","Modbus/TCP","78","   Query: Trans: 22110; Unit:   1, Func:   3: Read Holding Registers"
"3390","682.198163095","192.168.56.113","192.168.56.114","Modbus/TCP","85","Response: Trans: 22110; Unit:   1, Func:   3: Read Holding Registers"
"3391","682.198630128","192.168.56.114","192.168.56.113","TCP","66","48740  >  502 [ACK] Seq=10237 Ack=11238 Win=64256 Len=0 TSval=445855387 TSecr=2156409886"
"3392","682.198815943","192.168.56.114","192.168.56.113","Modbus/TCP","78","   Query: Trans: 36777; Unit:   1, Func:   6: Write Single Register"
"3393","682.199124233","192.168.56.113","192.168.56.114","Modbus/TCP","78","Response: Trans: 36777; Unit:   1, Func:   6: Write Single Register"
"3394","682.199806848","192.168.56.114","192.168.56.113","Modbus/TCP","78","   Query: Trans: 11963; Unit:   1, Func:   6: Write Single Register"
"3395","682.200085110","192.168.56.113","192.168.56.114","Modbus/TCP","78","Response: Trans: 11963; Unit:   1, Func:   6: Write Single Register"
"3396","682.200843550","192.168.56.114","192.168.56.113","Modbus/TCP","78","   Query: Trans: 64233; Unit:   1, Func:   6: Write Single Register"
"3397","682.201081075","192.168.56.113","192.168.56.114","Modbus/TCP","78","Response: Trans: 64233; Unit:   1, Func:   6: Write Single Register"
"3398","682.201667456","192.168.56.114","192.168.56.113","Modbus/TCP","78","   Query: Trans: 40777; Unit:   1, Func:   6: Write Single Register"
"3399","682.201919869","192.168.56.113","192.168.56.114","Modbus/TCP","78","Response: Trans: 40777; Unit:   1, Func:   6: Write Single Register"
"3400","682.202557374","192.168.56.114","192.168.56.113","Modbus/TCP","78","   Query: Trans: 42687; Unit:   1, Func:   6: Write Single Register"
"3401","682.202778767","192.168.56.113","192.168.56.114","Modbus/TCP","78","Response: Trans: 42687; Unit:   1, Func:   6: Write Single Register"
"3402","682.249256362","192.168.56.114","192.168.56.113","TCP","66","48740  >  502 [ACK] Seq=10297 Ack=11298 Win=64256 Len=0 TSval=445855438 TSecr=2156409890"
"3403","685.205715014","192.168.56.114","192.168.56.113","Modbus/TCP","78","   Query: Trans: 45480; Unit:   1, Func:   3: Read Holding Registers"
"3404","685.206205092","192.168.56.113","192.168.56.114","Modbus/TCP","85","Response: Trans: 45480; Unit:   1, Func:   3: Read Holding Registers"
"3405","685.207202887","192.168.56.114","192.168.56.113","TCP","66","48740  >  502 [ACK] Seq=10309 Ack=11317 Win=64256 Len=0 TSval=445858394 TSecr=2156412894"
"3406","685.207202987","192.168.56.114","192.168.56.113","Modbus/TCP","78","   Query: Trans:  4880; Unit:   1, Func:   6: Write Single Register"
"3407","685.207674950","192.168.56.113","192.168.56.114","Modbus/TCP","78","Response: Trans:  4880; Unit:   1, Func:   6: Write Single Register"
"3408","685.211180860","192.168.56.114","192.168.56.113","Modbus/TCP","78","   Query: Trans: 41829; Unit:   1, Func:   6: Write Single Register"
"3409","685.211733166","192.168.56.113","192.168.56.114","Modbus/TCP","78","Response: Trans: 41829; Unit:   1, Func:   6: Write Single Register"
"3410","685.212652522","192.168.56.114","192.168.56.113","Modbus/TCP","78","   Query: Trans: 18955; Unit:   1, Func:   6: Write Single Register"
"3411","685.213034142","192.168.56.113","192.168.56.114","Modbus/TCP","78","Response: Trans: 18955; Unit:   1, Func:   6: Write Single Register"
"3412","685.214307267","192.168.56.114","192.168.56.113","Modbus/TCP","78","   Query: Trans: 16645; Unit:   1, Func:   6: Write Single Register"
"3413","685.214645474","192.168.56.113","192.168.56.114","Modbus/TCP","78","Response: Trans: 16645; Unit:   1, Func:   6: Write Single Register"
"3414","685.215369791","192.168.56.114","192.168.56.113","Modbus/TCP","78","   Query: Trans: 42776; Unit:   1, Func:   6: Write Single Register"
"3415","685.215597446","192.168.56.113","192.168.56.114","Modbus/TCP","78","Response: Trans: 42776; Unit:   1, Func:   6: Write Single Register"
"3416","685.273398737","192.168.56.114","192.168.56.113","TCP","66","48740  >  502 [ACK] Seq=10369 Ack=11377 Win=64256 Len=0 TSval=445858460 TSecr=2156412903"
"3417","687.149908908","192.168.56.112","192.168.56.113","TCP","66","51678  >  502 [FIN, ACK] Seq=13 Ack=10 Win=64256 Len=0 TSval=2447689908 TSecr=2104052922"
"3418","687.150179776","192.168.56.113","192.168.56.112","TCP","66","502  >  51678 [FIN, ACK] Seq=10 Ack=14 Win=65152 Len=0 TSval=2104057948 TSecr=2447689908"
"3419","687.150548081","192.168.56.112","192.168.56.113","TCP","66","51678  >  502 [ACK] Seq=14 Ack=11 Win=64256 Len=0 TSval=2447689909 TSecr=2104057948"
"3420","687.158901496","192.168.56.112","192.168.56.113","TCP","74","51056  >  502 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=2447689917 TSecr=0 WS=128"
"3421","687.158989544","192.168.56.113","192.168.56.112","TCP","74","502  >  51056 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM TSval=2104057957 TSecr=2447689917 WS=128"
"3422","687.159541179","192.168.56.112","192.168.56.113","TCP","66","51056  >  502 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=2447689917 TSecr=2104057957"
"3423","687.166280348","192.168.56.112","192.168.56.113","Modbus/TCP","78","   Query: Trans: 63487; Unit: 255, Func:   1: Read Coils"
"3424","687.166301939","192.168.56.113","192.168.56.112","TCP","66","502  >  51056 [ACK] Seq=1 Ack=13 Win=65152 Len=0 TSval=2104057964 TSecr=2447689924"
"3425","687.166831302","192.168.56.113","192.168.56.112","Modbus/TCP","75","Response: Trans: 63487; Unit: 255, Func:   1: Read Coils. Exception returned "
"3426","687.167166844","192.168.56.112","192.168.56.113","TCP","66","51056  >  502 [ACK] Seq=13 Ack=10 Win=64256 Len=0 TSval=2447689925 TSecr=2104057964"
"3427","692.180568870","192.168.56.112","192.168.56.113","TCP","66","51056  >  502 [FIN, ACK] Seq=13 Ack=10 Win=64256 Len=0 TSval=2447694936 TSecr=2104057964"
"3428","692.180853815","192.168.56.113","192.168.56.112","TCP","66","502  >  51056 [FIN, ACK] Seq=10 Ack=14 Win=65152 Len=0 TSval=2104062978 TSecr=2447694936"
"3429","692.181238611","192.168.56.112","192.168.56.113","TCP","66","51056  >  502 [ACK] Seq=14 Ack=11 Win=64256 Len=0 TSval=2447694937 TSecr=2104062978"
"3430","692.189070418","192.168.56.112","192.168.56.113","TCP","74","51060  >  502 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=2447694945 TSecr=0 WS=128"
"3431","692.189089755","192.168.56.113","192.168.56.112","TCP","74","502  >  51060 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM TSval=2104062987 TSecr=2447694945 WS=128"
"3432","692.189418784","192.168.56.112","192.168.56.113","TCP","66","51060  >  502 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=2447694945 TSecr=2104062987"
"3433","692.195716338","192.168.56.112","192.168.56.113","Modbus/TCP","78","   Query: Trans: 63743; Unit: 255, Func:   1: Read Coils"
"3434","692.195732298","192.168.56.113","192.168.56.112","TCP","66","502  >  51060 [ACK] Seq=1 Ack=13 Win=65152 Len=0 TSval=2104062993 TSecr=2447694951"
"3435","692.196217546","192.168.56.113","192.168.56.112","Modbus/TCP","75","Response: Trans: 63743; Unit: 255, Func:   1: Read Coils. Exception returned "
"3436","692.196450231","192.168.56.112","192.168.56.113","TCP","66","51060  >  502 [ACK] Seq=13 Ack=10 Win=64256 Len=0 TSval=2447694952 TSecr=2104062994"
"3437","692.220894821","192.168.56.114","192.168.56.113","Modbus/TCP","78","   Query: Trans: 28452; Unit:   1, Func:   3: Read Holding Registers"
"3438","692.221177000","192.168.56.113","192.168.56.114","Modbus/TCP","85","Response: Trans: 28452; Unit:   1, Func:   3: Read Holding Registers"
"3439","692.221553485","192.168.56.114","192.168.56.113","TCP","66","48740  >  502 [ACK] Seq=10381 Ack=11396 Win=64256 Len=0 TSval=445865405 TSecr=2156419909"
"3440","692.221748573","192.168.56.114","192.168.56.113","Modbus/TCP","78","   Query: Trans: 50762; Unit:   1, Func:   6: Write Single Register"
"3441","692.221878582","192.168.56.113","192.168.56.114","Modbus/TCP","78","Response: Trans: 50762; Unit:   1, Func:   6: Write Single Register"
"3442","692.222326163","192.168.56.114","192.168.56.113","Modbus/TCP","78","   Query: Trans: 34861; Unit:   1, Func:   6: Write Single Register"
"3443","692.222457304","192.168.56.113","192.168.56.114","Modbus/TCP","78","Response: Trans: 34861; Unit:   1, Func:   6: Write Single Register"
"3444","692.222977884","192.168.56.114","192.168.56.113","Modbus/TCP","78","   Query: Trans:   541; Unit:   1, Func:   6: Write Single Register"
"3445","692.223126919","192.168.56.113","192.168.56.114","Modbus/TCP","78","Response: Trans:   541; Unit:   1, Func:   6: Write Single Register"
"3446","692.223571500","192.168.56.114","192.168.56.113","Modbus/TCP","78","   Query: Trans: 35940; Unit:   1, Func:   6: Write Single Register"
"3447","692.223689616","192.168.56.113","192.168.56.114","Modbus/TCP","78","Response: Trans: 35940; Unit:   1, Func:   6: Write Single Register"
"3448","692.224279654","192.168.56.114","192.168.56.113","Modbus/TCP","78","   Query: Trans:  4521; Unit:   1, Func:   6: Write Single Register"
"3449","692.224422848","192.168.56.113","192.168.56.114","Modbus/TCP","78","Response: Trans:  4521; Unit:   1, Func:   6: Write Single Register"
"3450","692.266165729","192.168.56.114","192.168.56.113","TCP","66","48740  >  502 [ACK] Seq=10441 Ack=11456 Win=64256 Len=0 TSval=445865450 TSecr=2156419912"
"3451","697.212016230","192.168.56.112","192.168.56.113","TCP","66","51060  >  502 [FIN, ACK] Seq=13 Ack=10 Win=64256 Len=0 TSval=2447699965 TSecr=2104062994"
"3452","697.212327576","192.168.56.113","192.168.56.112","TCP","66","502  >  51060 [FIN, ACK] Seq=10 Ack=14 Win=65152 Len=0 TSval=2104068010 TSecr=2447699965"
"3453","697.212688276","192.168.56.112","192.168.56.113","TCP","66","51060  >  502 [ACK] Seq=14 Ack=11 Win=64256 Len=0 TSval=2447699966 TSecr=2104068010"
"3454","697.221078902","192.168.56.112","192.168.56.113","TCP","74","41278  >  502 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=2447699974 TSecr=0 WS=128"
"3455","697.221099562","192.168.56.113","192.168.56.112","TCP","74","502  >  41278 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM TSval=2104068019 TSecr=2447699974 WS=128"
"3456","697.221318921","192.168.56.112","192.168.56.113","TCP","66","41278  >  502 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=2447699974 TSecr=2104068019"
"3457","697.227828691","192.168.56.112","192.168.56.113","Modbus/TCP","78","   Query: Trans: 63999; Unit: 255, Func:   1: Read Coils"
"3458","697.227842197","192.168.56.113","192.168.56.112","TCP","66","502  >  41278 [ACK] Seq=1 Ack=13 Win=65152 Len=0 TSval=2104068025 TSecr=2447699981"
"3459","697.228562484","192.168.56.113","192.168.56.112","Modbus/TCP","75","Response: Trans: 63999; Unit: 255, Func:   1: Read Coils. Exception returned "
